id_efectivo,id_especialidad,id_unidad_actual,id_rango_actual,nombre,ci,fecha_nacimiento,genero,departamento_origen,fecha_ingreso,estado,salario_mensual
413,5,36,9,Saavedra Aliaga Yolanda,5.944.200 PT,07/04/1994,femenino,Potosi,24/01/2015,ACTIVO,"Bs.6,603.97"
414,5,49,8,GUTIÉRREZ FLORES SERGIO WÁLTER,1209341-LP,1990/08/24,M,La  Paz,17/12/2010,activo,"Bs.- 4,887.23"
415,19,33,3,Orellana Paredes Gustavo Jorge,8621830,08/12/1989,HOMBRE,Santa Cruz,09/03/2013,B,"3,019.35"
416,13,11,7,Montaño Calle Luis,C.I. 11769141 CB,21/06/1981,-,-,04-09-2003,ACTIVO,"Bs. 4,192.04"
417,2,4,11,  Flores Salazar Pedro  ,10457976SC,1985/02/10,MASCULINO,Sta Cruz,2003/06/25,Activo,"Bs 7.270,81"
418,6,10,4,Blanco Nina Cristian Wilson,1627606CB,21/02/1994,Masc.,cochabamba,20131208,Rsv.,"Bs.- 3,713.63"
419,8,14,6,Copa #Quiroga Ramiro,C.I. 1671305 BN,1982/03/19,Masculino,beni,26/02/2007,Activo,"Bs. 4,535.56"
420,9,31,9,Flores #Huanca Jhonny,1.395.1012 LP,1992/08/21,MASCULINO,LaPaz,02-19-2012,ACTV,5562
421,8,45,1,Valda   Yujra   Gustavo,1.180.2292 LP,03-28-1998,Masculino,la paz,05-13-2016,activo.,"Bs.- 2,133.53"
422,11,22,1,  Aliaga Paredes Armando Jorge  ,6.515.017 LP,2005/04/23,Hombre,La Paz,20250804,act,1895.27
423,9,17,8,Cruz Saavedra Nelson,C.I. 13727471 LP,03-03-1998,H,Lp,09-02-2018,ACTIVO,"Bs.- 4,885.41"
424,14,23,2,LIMACHI CALLE GLADYS ROXANA,12556657-cb,20040118,mujer,Cochabamba,24/02/2023,EN ACTIVIDAD,"Bs.- 2,587.38"
425,15,41,2,OCHOA TICONA RODRIGO,8559125-LP,19990107,HOMBRE,La Paz,07-23-2018,Activo,2249.58
426,18,28,5,  Tito Montaño Roberto  ,6.901.033 CB,04/06/1996,hombre,CBBA,14/08/2016,ACTV,"Bs.- 3,860.14"
427,4,32,7,García Flores Miguel,11339133-SC,1997/02/21,Masc.,Sta. Cruz,19/09/2022,EN ACTIVIDAD,5041
428,1,24,7,Zenteno Tito Marcelo,13434484 - sc,10/09/1987,hombre,Santa Cruz,09/11/2009,Act.,BS 5379.85
429,18,26,3,Villca Morales Adrián,8.214.533 BN,1986/10/21,hombre,Bn,01-26-2010,en reserva,"Bs. 2,936.19"
430,18,11,3,  Blanco Poma Roberto  ,11524655 - tj,04-03-1990,Masculino,Tj.,01-14-2009,Act.,3243
431,13,50,3,Cabrera Mendoza Hugo,9982810,11-02-1988,HOMBRE,Cochabamba,05/02/2010,A,"Bs. 3,124.55"
432,14,5,1,Cruz Poma Wálter,14345293LP,03/11/2005,M,Lp,2023/11/14,ACTV,"2,076.97"
433,9,8,14,COPA CHAMBI VÍCTOR,C.I. 3657314 SC,01/10/1968,MASCULINO,SANTA CRUZ,17/09/1993,Act.,"Bs. 11,893.60"
434,14,33,11,Tito Fernández Roxana,14572964,1987/04/09,F.,Cbba,22/04/2007,en actividad,7989
435,14,13,6,Torrez\tZenteno Marisol,2.804.542 CB,1998/06/12,MUJER,Cbba,08-06-2017,RESERVA,"Bs. 4,777.20"
436,4,1,4,Cruz\tColque Víctor,3433361,01/12/1990,masc,cochabamba,15/04/2013,activo.,"Bs. 3,217.99"
437,11,13,4,  Tito Limachi Lucía  ,8301537,26/01/1986,femenino,SANTA CRUZ,08-02-2011,dado de baja,3319.66
438,18,34,1,Fernández López Juan,7758043-TJ,1998/06/21,hombre,Tarija,02-16-2016,Activo,"2,399.66 Bs"
439,1,15,1,  Tito Machaca Marcelo  ,7273103,19980105,Hombre,La Paz,20160628,activo,"Bs. 2,157.55"
440,6,9,3,Callisaya Copa Andrés Ramiro,C.I. 7367900 PT,1998/08/04,Masculino,potosí,06-28-2018,ACTV,"3,075.72 Bs"
441,12,36,1,Mendoza\tFlores Cristian,5969984 - lp,11-21-2001,hombre,L.P.,12-03-2020,Activo,"Bs. 2,196.44"
442,4,9,12,Sánchez   Canaviri   Marco,3.583.673 CB,1982/06/13,HOMBRE,CBBA,17/10/2007,EN ACTIVIDAD,"8,536.54"
443,4,36,3,Calle   Colque   Marcelo   Carlos,6904855-SC,14/06/1982,hombre,Sta Cruz,20030313,en actividad,"Bs. 3,007.13"
444,4,15,3,Ochoa Paredes Arturo,1836704 - lp,01-02-1983,hombre,LA PAZ,03/04/2005,A,"2,797.91 Bs"
445,17,45,2,  Chambi Fernández Mauricio  ,C.I. 2581127 OR,10/12/2005,M,oruro,04-06-2025,activo,"Bs. 2,177.09"
446,16,16,1,Mamani Chambi Rodrigo,8949550,02/02/2005,Masculino,Cochabamba,22/10/2023,DADO DE BAJA,"2,421.34 Bs"
447,10,46,5,Pérez   Laura   Nelly,14887331-cb,25-09-1990,FEMENINO,Cbba,02-09-2015,en actividad,4060.17
448,9,41,1,ROJAS MACHACA ÁLVARO,11716174-bn,06/09/2005,M,Bn.,11-12-2024,rsv,"2,128.08"
449,5,30,12,Blanco   Apaza   Jhonny,1139836-CB,09-10-1979,masc,Cbba,22-09-2004,ACTIVO,8765.22
450,18,10,12,Choque #Pérez Pablo,5752407,19771209,masc,LP,12-07-2000,ACTIVO,"Bs.- 9,904.21"
451,7,17,2,Yujra Valda Hugo,CI: 10700039,07-18-2000,hombre,Cochabamba,10/05/2019,EN ACTIVIDAD,"Bs.2,550.00"
452,1,36,9,PAREDES MONTAÑO VÍCTOR,7882997 - cb,03-07-1988,H,Cochabamba,2008/10/10,act,5939.76
453,4,22,3,Montaño Orellana Alejandro,CI: 1917592,1983/05/19,masc,Lp,12-11-2008,EN RESERVA,2659.3
454,20,45,11,Sánchez\tTicona Mario,1108226,03/02/1981,Masc.,pando,03-20-2000,RESERVA,"Bs. 7,544.60"
455,20,8,8,  Suárez Pérez Freddy  ,12430660PT,03-21-1994,masculino,Pt,05/03/2012,ACTIVO,5445
456,5,2,8,Arce García Jorge,14648157 - cb,04/08/1992,Hombre,COCHABAMBA,01-19-2016,EN ACTIVIDAD,"Bs. 5,426.37"
457,6,42,1,Cabrera #Canaviri Gustavo,9607469SC,21/06/2000,hombre,Santa Cruz,20220615,EN ACTIVIDAD,"Bs 2.389,22"
458,11,38,2,Castillo\tAliaga Jhonny,5349090 - sc,10-20-2003,masculino,SC,2024/02/02,en actividad,2674.66
459,4,3,3,LIMACHI CHURA RENÉ,11266039 - lp,08-25-1982,HOMBRE,L.P.,21/10/2005,EN ACTIVIDAD,"3,381.20 Bs"
460,4,14,1,  Ochoa Arce Sergio  ,2443147PT,19980301,Masc.,Pt,19/07/2018,en actividad,1917.50
461,19,8,6,Mamani Nina Fernando,1.980.083 LP,1987/11/02,hombre,LaPaz,20060121,en actividad,"Bs.4,170.30"
462,13,5,8,Quiroga López Antonio,8363152,05-02-1997,H,Pt.,04/02/2019,Activo,4500.31
463,10,26,12,Ramos Quiroga Lucía,11255028,09-23-1976,fem,SC,16-10-2000,reserva,10080.23
464,12,5,1,Valda   Choque   Alejandro,2223258,10-24-2004,Hombre,LP,09-16-2022,R,2048.54
465,18,31,1,  Saavedra Nina Gonzalo  ,1.338.0303 SC,25-07-1998,Hombre,SC,05/12/2019,act,"Bs.- 2,151.71"
466,1,47,1,PACO CUSI JUAN,14307366 - ch,03/01/2001,H,CHUQUISACA,2019/03/15,EN ACTIVIDAD,"Bs.1,898.85"
467,10,24,9,Canaviri   Paco   Raúl,4695807-PT,05-28-1996,HOMBRE,Pt,09/09/2017,en actividad,"Bs.- 5,872.07"
468,2,16,2,Cruz #Rodríguez Andrés,1.469.6578 CB,25-11-2005,,Cochabamba,01/02/2024,,"Bs 2.150,32"
469,1,39,5,Suárez Choque René Franz,1525229SC,19900526,M,SCZ,11/01/2011,act,3938
470,6,25,3,Salazar   Ticona   Raúl,9705913-SC,12-08-1994,Hombre,santa cruz,01-09-2014,ACTV,"Bs. 3,405.87"
471,9,12,4,Chambi Mamani Enrique,CI: 10536858,08-01-1994,HOMBRE,LA PAZ,15/01/2019,ACTV,3255.90
472,6,10,3,Torrez Pérez Rubén,3134439,1981/04/04,M,Tj,20050106,activo,"Bs.3,324.51"
473,17,5,1,Apaza García Germán Freddy,C.I. 8445941 LP,11/04/2001,Hombre,la paz,27/06/2023,act,"Bs.- 2,144.54"
474,4,39,1,Morales Laura Teresa,3517643,2001/06/17,femenino,LA PAZ,20231023,en actividad,2011.81
475,20,31,1,Ticona Rodríguez Armando,9854283-tj,09/06/2005,Hombre,Tarija,2023/10/10,EN RESERVA,BS 2086.93
476,15,27,3,Huanca Machaca Víctor,9122764,27/10/1987,H,Cbba,08/09/2007,ACTIVO,"Bs 2.916,86"
477,6,8,1,ALIAGA ROJAS ROLANDO,8618016 - ch,20040525,MASCULINO,Chq.,04-12-2025,act,"Bs.- 1,892.49"
478,19,39,5,Fernández Rodríguez Héctor,14836431CB,12-02-1983,masculino,CBBA,12/12/2002,Rsv,BS 4268.17
479,11,29,6,Rivera Laura Gustavo Juan,C.I. 8608923 SC,09-24-1985,hombre,SC,08/02/2007,Activo,BS 3999.81
480,4,23,4,Ticona #Cruz Adrián,5668364-cb,19890304,Masculino,COCHABAMBA,2011/05/16,Act.,3793.06
481,16,2,1,cabrera suárez sergio pedro,4273782-sc,2003/04/10,Masculino,Sta. Cruz,24-07-2025,EN ACTIVIDAD,"Bs. 1,953.28"
482,11,11,1,Arce Flores Claudia,4731953,15/05/2003,MUJER,Or,25/11/2025,activo.,"Bs.2,324.04"
483,9,31,2,Ramos López Mauricio,4694503-sc,27-08-2000,masc,Santa Cruz,12-16-2019,EN ACTIVIDAD,2273.93
484,16,34,5,COPA NINA ERICK,4.937.877 SC,05-27-1985,Masculino,SANTA CRUZ,22/05/2006,A,"Bs 4.138,29"
485,5,50,7,Martínez\tColque Franz Marcelo,C.I. 12693192 LP,08-20-1995,Masc.,la paz,08/11/2019,Activo,"Bs 4.465,81"
486,5,5,4,fernández copa rolando wilson,2202646-TJ,28/10/1994,hombre,Tj,2016/03/21,EN ACTIVIDAD,"3,415.19"
487,10,29,1,Torrez Vásquez Rubén,6701595 - sc,19/04/2004,Masc.,Santa Cruz,20230907,activo,"1,942.81"
488,12,35,2,  Escobar Huanca Víctor  ,Sin Dato,03-27-2001,Sin Dato,Sin Dato,28/07/2023,activo,2342.64
489,9,48,1,Mendoza   Alanoca   Javier,5149152,1999/07/21,hombre,Oruro,27/03/2020,activo.,2048.20
490,1,20,13,QUIROGA SÁNCHEZ JORGE DAVID,8132878-PT,08-07-1983,H,Pt,21/05/2002,activo.,"10,111.23 Bs"
491,19,2,3,  Cusi Suárez Viviana  ,8587837 - sc,15/04/1992,MUJER,SANTA CRUZ,19/08/2015,EN ACTIVIDAD,2829.55
492,20,10,10,Ramos Mamani Roberto,10748854BN,08/02/1993,Hombre,BENI,2013/08/03,ACTIVO,6184.92
493,9,27,11,Orellana Salazar Nelson,1988730-OR,11/12/1984,Masc.,oruro,01-11-2004,Activo,7722
494,14,45,1,QUIROGA PACO NELSON,2366240-pn,05/07/1999,hombre,pando,17/03/2017,activo.,"1,979.69 Bs"
495,17,21,3,Paredes Fernández Jorge Roberto,12352859 - sc,10-21-1991,H,Sta. Cruz,03-10-2011,Activo,"Bs.- 2,734.02"
496,3,1,10,Mamani   Martínez   Silvia   Jimena,3.522.438 CB,07/12/1992,mujer,sin dato,12-04-2013,en actividad,"Bs 6.170,52"
497,18,35,3,Sánchez Laura Franz,7765720,02-19-1986,hombre,SC,02-24-2006,ACTV,2710.49
498,7,6,3,  Calle Cruz Antonio  ,14142682LP,03-06-1984,masculino,la paz,11/01/2009,ACTIVO,"Bs. 3,422.86"
499,20,14,1,sánchez orellana germán,9903425SC,2000/11/27,Masc.,Sta. Cruz,2020/12/05,Act.,2239.92
500,12,12,6,Paredes   Cruz   Pablo,4.204.180 SC,15/04/1980,M,santa cruz,07/09/2002,A,"Bs.3,961.09"
501,20,41,10,Choque   Salazar   Nelly,1.304.6536 PT,1995/08/06,FEMENINO,POTOSI,2020/12/28,Act.,6588.9
502,7,42,3,Choque Martínez Iván,1.012.8206 LP,27/06/1980,hombre,LP,23-06-2005,activo,3437.64
503,17,27,2,vargas herrera armando,C.I. 11209422 LP,24/11/2000,masculino,LA PAZ,09/05/2018,ACTIVO,"Bs. 2,213.29"
504,15,6,6,ALIAGA MORALES MAURICIO,4649478-PT,27/05/1987,HOMBRE,Potosi,12-25-2008,en actividad,"Bs. 3,961.21"
505,12,50,5,Pérez Flores Nelly,10708910-sc,08-27-1996,Mujer,SANTA CRUZ,27/01/2016,activo.,3407.50
506,17,43,1,Pérez Cruz Gustavo,1527610,2000/08/05,Hombre,Cochabamba,11/10/2021,EN ACTIVIDAD,"Bs 2.119,42"
507,20,30,8,Montaño Suárez Víctor,1364903 - lp,10-23-1997,hombre,La  Paz,13/12/2021,en actividad,BS 4800.0
508,17,11,2,TORREZ SALAZAR ERICK,1479076-cb,20021023,H,COCHABAMBA,19-04-2024,EN ACTIVIDAD,"Bs 2.222,42"
509,3,47,8,Sánchez Flores Gonzalo,4.411.176 LP,22/03/1991,masculino,LP,16-01-2014,en actividad,BS 4575.87
510,20,26,8,Poma Aliaga Alejandro,5751216,12/02/1996,Hombre,Cbba,11-24-2021,baja,4461.96
511,13,42,5,Condori #Cruz Verónica Andrea,2557770-cb,05/07/1985,femenino,CBBA,05-13-2007,ACTIVO,"3,777.94 Bs"
512,5,37,4,POMA ARCE FERNANDO,3699181,07-22-1996,Masculino,potosí,16-01-2021,EN ACTIVIDAD,"3,573.60 Bs"
513,3,10,6,Rodríguez Blanco Raúl,8.114.632 LP,06-23-1980,M,LA PAZ,07-05-2004,EN ACTIVIDAD,"Bs 4.344,30"
514,16,29,2,Paredes Alanoca Mario Alejandro,3525773-sc,08-07-2005,H,Sta Cruz,02-14-2023,EN RESERVA,2504.67
515,6,19,3,YUJRA FERNÁNDEZ RUBÉN,1394773,1991/07/01,masc,ORURO,10/06/2016,ACTIVO,3086.2
516,19,30,14,Montaño Callisaya Oscar,14850789,02-11-1965,Masculino,s/d,s/d,s/d,"13,872.86 Bs"
517,18,16,13,Blanco Rojas Marisol,6086875,06-19-1976,F,santa cruz,04-25-2001,Rsv,"Bs.9,790.58"
518,4,15,4,Colque López Carlos,8.758.476 LP,Sin Dato,HOMBRE,la paz,Sin Dato,EN ACTIVIDAD,"Bs.- 3,632.73"
519,13,3,3,Suárez Callisaya Adrián,7544141-LP,1998/02/21,masculino,LaPaz,12/09/2023,ACTV,3223.21
520,8,25,11,Quispe Cusi Erick,10335505,20/07/1979,hombre,Pn.,02-13-2000,en actividad,"Bs 8.607,29"
521,17,35,4,COLQUE VALDA WÁLTER,11622034-sc,08/07/1997,H,Santa Cruz,08-25-2021,Activo,BS 3732.66
522,1,40,2,Tito Limachi Fernando,7883587-PN,20/03/2001,HOMBRE,pando,2023/09/03,Activo,2674.11
523,12,47,9,Saavedra\tRojas René,3.707.494 TJ,16/03/1991,HOMBRE,tarija,20120605,Act.,6486
524,3,1,9,SAAVEDRA MACHACA DAVID,5108127-CH,1988/11/22,Masculino,Sucre,2012/09/16,Rsv.,"Bs.5,052.44"
525,12,26,1,Poma Orellana José,13897678PT,2005/07/26,Hombre,Pt,2023/02/05,Act.,"Bs.- 2,370.24"
526,8,49,11,Callisaya #Huanca Fernando,12896436,10/06/1983,Masc.,Cbba,26/06/2008,Activo,6955.32
527,5,48,4,Sánchez\tCalle Germán Mauricio,12295742-SC,03-20-1984,H,SC,2006/07/09,activo.,"Bs 2.918,56"
528,13,32,6,RIVERA QUIROGA VÍCTOR,9780144-SC,16/09/1985,H,santa cruz,2005/08/13,ACTIVO,"Bs.4,763.15"
529,8,48,15,Orellana   Paco   Mauricio,CI: 14138027,06-22-1968,Masc.,Tarija,19930721,activo,"15,181.67 Bs"
530,6,3,9,Quiroga   Ramos   Adrián   Enrique,13035644-lp,05-18-1997,M,L.P.,24/02/2019,ACTV,BS 6375.4
531,3,31,9,ALANOCA HUANCA JOSÉ,2952975-lp,1991/02/18,masculino,L.P.,10-16-2012,ACTV,BS 4946.71
532,17,19,10,Vásquez Alanoca Erick,9510963,1998/05/09,MASCULINO,LaPaz,09/06/2019,activo.,"6,505.97 Bs"
533,7,50,2,García   Chura   Franz,6745050-TJ,1999/04/07,HOMBRE,TARIJA,10/09/2019,en actividad,BS 2522.8
534,9,15,8,Ochoa Calle Gabriela,14233006-SC,28/08/1992,F.,Sta. Cruz,2014/06/05,activo,BS 5553.67
535,7,43,2,López Montaño Roxana,1326813OR,2002/05/27,F.,Or.,01-11-2022,A,2411.8
536,16,16,6,Rivera Calle Nelson,1.771.751 BN,19/10/1988,masculino,BENI,04-01-2012,ACTIVO,"Bs 4.001,79"
537,15,16,1,  Rivera Sánchez Mario  ,10426050SC,18-10-2003,Hombre,SCZ,09-17-2023,EN ACTIVIDAD,BS 2325.12
538,9,39,3,Villca   Rojas   Edwin,CI: 12812171,19800304,Masc.,SC,14/07/2005,act,2987
539,3,37,1,Vásquez   Fernández   Sonia,11643027-sc,1999/09/25,fem,SCZ,06/09/2017,act,"2,428.56"
540,17,50,9,Huanca\tVargas Mónica,6.701.061 SC,13/01/1994,fem,santa cruz,2016/01/20,Activo,"4,962.84 Bs"
541,7,50,2,Cabrera   Valda   Jhonny,10678039,10/04/2000,Masculino,SC,01-02-2019,en actividad,"Bs.2,833.37"
542,15,8,2,Machaca\tCruz Oscar,1.457.958 OR,15-01-2004,Masculino,ORURO,07-02-2023,ACTV,BS 2424.38
543,7,14,8,Paco   Chambi   Roberto,6316357CB,09-12-1989,Masculino,Cbba,05-17-2014,A,"5,132.85"
544,16,2,6,Callisaya   Flores   Andrés,CI: 14592387,21/12/1988,masculino,SCZ,05/01/2011,ACTV,"3,793.47"
545,5,48,13,ZENTENO MORALES WÁLTER,C.I. 3929930 CB,1980/06/04,M,Cochabamba,16/01/2001,EN ACTIVIDAD,10196.51
546,4,1,2,CUSI CHAMBI CARMEN,C.I. 3847768 SC,04-03-2003,F.,SCZ,2024/02/04,dado de baja,"2,473.32 Bs"
547,16,48,10,Laura Copa Marco,2617294SC,1997/04/05,H,santa cruz,05/09/2018,en actividad,"Bs. 5,803.06"
548,5,21,3,Colque Rivera Germán,1.068.3257 SC,22/06/1993,masc,SANTA CRUZ,24/10/2013,reserva,"2,580.8"
549,15,14,7,Calle Quiroga Juan,11548052-CB,09-10-1994,H,Cbba,24-02-2019,EN ACTIVIDAD,BS 5186.66
550,18,9,1,PÉREZ HUANCA RAMIRO,8.155.726 PT,04-15-1999,Masculino,Pt.,20170218,Act.,"Bs 1.953,36"
551,17,39,5,Aliaga Quispe Andrea Verónica,13492244,28/10/1984,FEMENINO,L.P.,12-09-2002,Act.,4020.81
552,16,30,8,Poma #Fernández Gonzalo,9753488-cb,1993/03/24,Masculino,Cochabamba,2015/01/03,Act.,5286.98
553,8,23,2,Morales Tito Freddy,10922320-CB,09/04/1999,H,Cbba,04/07/2018,ACTIVO,"2,564.45 Bs"
554,5,5,9,  Colque Herrera David  ,3094878 - cb,02-05-1993,masculino,Cbba,04/05/2017,ACTIVO,5671.08
555,14,4,8,Quiroga Colque Yolanda,1.277.0878 SC,28-02-1998,mujer,Santa Cruz,24/12/2020,EN ACTIVIDAD,"Bs. 4,812.61"
556,20,34,6,Aliaga Zenteno Pablo,10406494,1992/01/20,Hombre,santa cruz,2011/10/27,ACTV,"4,772.13 Bs"
557,13,41,1,Herrera   Quiroga   Víctor,9770547-cb,01-11-2004,masculino,Cbba,10-06-2023,Activo,"Bs 2.494,33"
558,7,36,2,CALLISAYA ALANOCA JOSÉ,CI: 14315086,13-12-2003,masc,la paz,28-03-2023,ACTIVO,"Bs.- 2,191.65"
559,12,22,11,Vargas #Cusi Antonio,CI: 5440600,1989/06/25,H,cochabamba,03-11-2009,act,6802.03
560,11,35,2,Valda Colque Germán,5418616-CB,07-05-2003,Masculino,Cbba,20240228,Bja,"2,735.93"
561,15,42,3,ORELLANA CALLISAYA OSCAR EDWIN,CI: 5116319,19860301,masc,pando,01/04/2008,Rsv.,2984.95
562,13,1,2,Alanoca Ochoa Víctor,1.494.2487 SC,02-18-2002,Masculino,Sta. Cruz,10-12-2020,Reserva,"Bs.2,830.56"
563,14,24,3,Canaviri Blanco Jenny,14479252-PN,04-11-1991,FEMENINO,Pando,20140223,activo.,"Bs.3,323.95"
564,15,18,3,  Apaza Canaviri David  ,CI: 10295799,01-15-1998,M,SC,08-19-2023,Act.,3407.85
565,14,46,11,N/D,11028388LP,N/D,femenino,Lp,N/D,ACTV,"Bs 7.060,49"
566,8,39,2,OCHOA LIMACHI LUIS,13290255 - or,2000/03/01,hombre,oruro,2021/12/04,Act.,"2,195.62"
567,13,13,3,Valda   Pérez   Hugo,4096510 - sc,19870621,M,Sta Cruz,06-15-2006,Act.,3021.48
568,3,12,6,Quispe Arce Marco,10451691-ch,11-20-1986,HOMBRE,CHUQUISACA,18-03-2011,Act.,"4,005.01 Bs"
569,10,7,4,Valda Blanco Antonio Raúl,14542649-BN,11-06-1991,Masc.,beni,2011/02/16,ACTIVO,"Bs.3,048.36"
570,12,4,1,ZENTENO VÁSQUEZ MARIO,CI: 7782771,11-23-2005,Masc.,LP,2025/02/28,en actividad,"Bs. 2,307.92"
571,1,32,11,Paredes Poma Javier,2382256CB,1978/06/18,Masc.,Cochabamba,13/10/2003,ACTIVO,"Bs 8.607,65"
572,13,13,4,PACO CHOQUE ALEJANDRA SONIA,1792011 - sc,19910902,Femenino,Sta. Cruz,20151217,en actividad,"Bs.3,071.86"
573,4,19,2,Copa Mamani Álvaro,7400318,22/04/1998,masc,La  Paz,13-03-2018,act,"Bs.2,403.84"
574,1,27,7,VALDA TITO GLADYS,5573719 - or,07-09-1993,fem,Oruro,2014/08/09,ACTIVO,"Bs. 4,982.21"
575,10,35,7,Paco Pérez Raúl,12996101-bn,05-28-1989,masculino,BENI,25/02/2011,activo,"5,264.94 Bs"
576,15,48,6,Callisaya\tArce René Alejandro,8314004-LP,08-20-1984,MASCULINO,la paz,17-11-2002,A,"Bs.- 3,808.10"
577,7,22,2,Gutiérrez Fernández Enrique René,4778826,---,M,Santa Cruz,---,act,---
578,19,8,6,Mamani Nina Fernando,1.980.083 LP,1987/11/02,hombre,LaPaz,20060121,en actividad,"Bs.4,170.30"
579,8,10,5,Machaca   Cabrera   Mauricio,10000215LP,24/11/1989,masculino,LP,2009/07/09,Rsv.,"3,649.61"
580,15,25,9,Poma\tLimachi Mauricio,8727275 - ch,06-11-1995,HOMBRE,Chq,20181113,activo.,"5,852.09"
581,10,50,9,GUTIÉRREZ CALLE ANDRÉS,CI: 11942728,02/07/1997,masculino,La Paz,2018/04/11,act,5202.69
582,11,30,7,Salazar Blanco Mónica,C.I. 3528045 PT,1987/12/05,Femenino,Potosí,20/06/2012,reserva,"Bs 4.961,75"
583,20,21,5,Gutiérrez Cruz Roxana,2107683-cb,16/08/1998,femenino,Cochabamba,12-06-2021,ACTV,"Bs 3.345,71"
584,15,7,2,Callisaya Quiroga Edgar,2901872CH,19980313,HOMBRE,Chq.,16/07/2019,activo,2139
585,13,10,4,VALDA LAURA RAMIRO,3263974-lp,11-07-1983,HOMBRE,LP,20060523,Activo,"3,692.31"
586,8,45,1,Quispe Vásquez Arturo,3799814 - cb,15/05/2002,M,COCHABAMBA,02-06-2023,ACTV,2526.76
587,11,24,6,nina condori gonzalo,5534607-SC,19960714,Masculino,SCZ,2019/03/12,Activo,"4,266.0"
588,5,37,1,García Ramos Daniel,7264416 - lp,28/02/2001,masculino,la paz,2019/01/24,ACTIVO,2402.61
589,14,44,1,Vargas Flores Adrián,2536556 - sc,04-02-2001,MASCULINO,Sta. Cruz,11/07/2019,ACTV,"1,997.14"
590,4,45,2,Pérez #Gutiérrez Juan Gonzalo,1.065.4181 TJ,1999/04/06,masc,tarija,06/04/2019,Activo,BS 2752.03
591,12,47,11,Cusi   Morales   Rodrigo,2053323LP,25/10/1976,HOMBRE,la paz,2001/02/22,ACTV,"Bs.7,986.25"
592,16,21,4,paco arce marco,9.383.489 SC,19971207,hombre,Sta. Cruz,06-10-2018,EN ACTIVIDAD,"3,249.95 Bs"
593,13,24,2,Saavedra   López   Erick,7.399.792 PT,26/07/1998,masc,Potosí,03-19-2017,Rsv,"Bs 2.287,75"
594,2,23,11,ticona vásquez edwin david,3681345-CB,02-11-1978,H,CBBA,10/10/2003,A,"Bs.7,542.22"
595,12,37,2,Villca Ticona Daniel,12551356-cb,20050201,masculino,Cbba,06-14-2024,ACTV,BS 2833.43
596,8,32,3,SALAZAR MACHACA SONIA,CI: 10946117,08-01-1998,Mujer,LA PAZ,09-04-2021,en actividad,BS 2683.52
597,18,10,10,  Mendoza Alanoca Cristian Freddy  ,6975520-lp,1992/06/16,H,La Paz,2015/10/18,en actividad,"7,105.92 Bs"
598,5,19,2,  Zenteno Quiroga René  ,5378650 - lp,01-21-1998,HOMBRE,LaPaz,2019/02/12,ACTIVO,"Bs.- 2,807.35"
599,2,21,2,Morales Rivera David,1.284.478 LP,05/06/2005,M,La  Paz,13/12/2024,ACTV,2596.67
600,6,46,14,Chura   Huanca   Germán   Luis,2.715.524 LP,25/02/1968,hombre,LP,1993/06/11,activo.,"12,389.94"
601,2,42,1,Saavedra Pérez Roberto,CI: 1948150,02/08/2001,hombre,La Paz,04-25-2019,A,"1,970.74 Bs"
602,3,22,3,Poma Suárez Nelson Wálter,3664338,19850321,Masc.,L.P.,20041126,activo,"Bs.2,746.58"
603,1,23,11,Rivera Condori Héctor Gonzalo,10776741LP,12/10/1977,Masc.,la paz,03-13-2002,Act.,"7,581.52"
604,1,29,9,Pérez   Poma   Gonzalo,5787910-lp,22/11/1997,HOMBRE,La  Paz,06-04-2021,en actividad,"Bs.- 5,604.17"
605,17,2,2,Mendoza Salazar José,5.233.438 CH,01-07-2002,MASCULINO,chuquisaca,06-07-2021,ACTV,"Bs. 2,664.96"
606,1,18,1,VALDA MAMANI ELIZABETH SANDRA,11389739 - tj,19980515,mujer,Tarija,19/12/2019,baja,"Bs. 1,934.17"
607,1,31,1,Chura Valda Mario,4433725-PN,04/01/2000,HOMBRE,pando,08/12/2018,Act.,"Bs. 2,455.05"
608,3,50,1,Orellana Montaño Pedro,1222617,2002/12/10,M,CBBA,26/04/2023,ACTV,"2,313.02"
609,3,39,5,Canaviri Quiroga Natalia,CI: 5806959,27/08/1991,mujer,oruro,06/09/2016,act,"Bs 4.258,08"
610,12,28,7,Cusi Valda Mario,10097757 - sc,09-10-1982,Hombre,santa cruz,20020612,Act.,4729.11
611,13,6,2,Salazar López Sergio,14292215-pn,2004/02/17,Hombre,pando,04/09/2022,Activo,2316.04
612,8,41,1,Apaza Paco Jorge,13609176,27/03/2005,Masculino,CBBA,20250423,en actividad,BS 2393.77
613,3,17,1,QUISPE FERNÁNDEZ MAURICIO GONZALO,4.115.765 LP,14/02/2005,HOMBRE,LaPaz,2024/11/13,ACTV,2264.39
614,18,50,6,Pérez Callisaya Marco,14385395CB,23/07/1983,H,cochabamba,16/11/2006,Baja,BS 4048.76
615,11,20,1,Villca Ramos Fabiola,8873203,04-20-2005,Femenino,santa cruz,01/02/2024,A,"Bs.2,261.66"
616,10,11,9,Rodríguez   Callisaya   Rosa,CI: 3917871,20/05/1988,femenino,SCZ,2011/07/04,Act.,BS 6615.3
617,4,7,9,Rivera   Quiroga   Ramiro,CI: 12976045,1990/03/05,Masc.,Santa Cruz,08-16-2008,activo,"Bs. 6,146.12"
